suburb,state,postcode
Church Point,NSW,2105
Clandulla,NSW,2848
Clare,NSW,2711
Claremont Meadows,NSW,2747
Clarence,NSW,2790
Clarence Town,NSW,2321
Clarendon,NSW,2756
Clarenza,NSW,2460
Clareville,NSW,2107
Claymore,NSW,2559
Clear Creek,NSW,2795
Clear Range,NSW,2620
Clearfield,NSW,2469
Clemton Park,NSW,2206
Clergate,NSW,2800
Cleveland,NSW,2530
Clifden,NSW,2460
Cliftleigh,NSW,2321
Clifton,NSW,2515
Clifton Grove,NSW,2800
Clontarf,NSW,2093
Clothiers Creek,NSW,2484
Clouds Creek,NSW,2453
Clovass,NSW,2480
Clovelly,NSW,2031
Clunes,NSW,2480
Clybucca,NSW,2440
Clyde,NSW,2142
Clydesdale,NSW,2330
Coal Point,NSW,2283
Coalcliff,NSW,2508
Coaldale,NSW,2460
Coasters Retreat,NSW,2108
Cobaki,NSW,2486
Cobaki Lakes,NSW,2486
Cobar,NSW,2835
Cobar Park,NSW,2790
Cobargo,NSW,2550
Cobark,NSW,2422
Cobbadah,NSW,2347
Cobbitty,NSW,2570
Cobbora,NSW,2844
Cobramunga,NSW,2732
Cockwhy,NSW,2539
Codrington,NSW,2471
Coffee Camp,NSW,2480
Coffs Harbour,NSW,2450
Coggan,NSW,2849
Cogra Bay,NSW,2083
Coila,NSW,2537
Coldstream,NSW,2462
Coleambally,NSW,2707
Colebee,NSW,2761
Coledale,NSW,2515
Colinroobie,NSW,2700
Colinton,NSW,2626
Collarenebri,NSW,2833
Collaroy,NSW,2097
Collaroy Plateau,NSW,2097
Collector,NSW,2581
Collendina,NSW,2646
Collerina,NSW,2839
Collie,NSW,2827
Collingullie,NSW,2650
Collingwood,NSW,2850
Collins Creek,NSW,2474
Collombatti,NSW,2440
Collum Collum,NSW,2460
Colly Blue,NSW,2343
Colo,NSW,2756
Colo,NSW,2795
Colo Heights,NSW,2756
Colo Vale,NSW,2575
Colongra,NSW,2262
Colyton,NSW,2760
Comara,NSW,2440
Combaning,NSW,2666
Combara,NSW,2829
Comberton,NSW,2540
Combo,NSW,2330
Comboyne,NSW,2429
Come By Chance,NSW,2832
Comerong Island,NSW,2540
Commissioners Creek,NSW,2484
Como,NSW,2226
Comobella,NSW,2820
Conargo,NSW,2710
Concord,NSW,2137
Concord West,NSW,2138
Condell Park,NSW,2200
Condobolin,NSW,2877
Condong,NSW,2484
Coneac,NSW,2422
Congarinni,NSW,2447
Congarinni North,NSW,2447
Congewai,NSW,2325
Congo,NSW,2537
Conimbia,NSW,2829
Coniston,NSW,2500
Conjola,NSW,2539
Conjola Park,NSW,2539
Connells Point,NSW,2221
Constitution Hill,NSW,2145
Coogee,NSW,2034
Cookamidgera,NSW,2870
Cookardinia,NSW,2650
Cooks Gap,NSW,2850
Cooks Hill,NSW,2300
Cooks Myalls,NSW,2870
Coolabah,NSW,2831
Coolac,NSW,2727
Coolagolite,NSW,2550
Coolah,NSW,2843
Coolamon,NSW,2701
Coolangatta,NSW,2535
Coolangubra,NSW,2550
Coolatai,NSW,2402
Cooleman,NSW,2611
Cooleys Creek,NSW,2729
Coolgardie,NSW,2478
Coolongolook,NSW,2423
Coolringdon,NSW,2630
Coolumbooka,NSW,2632
Coolumburra,NSW,2622
Cooma,NSW,2630
Coomba Bay,NSW,2428
Coomba Park,NSW,2428
Coombadjha,NSW,2460
Coombell,NSW,2470
Coomealla,NSW,2717
Coomoo Coomoo,NSW,2343
Coonabarabran,NSW,2357
Coonamble,NSW,2829
Cooneys Creek,NSW,2726
Coongbar,NSW,2469
Cooperabung,NSW,2441
Coopernook,NSW,2426
Coopers Gully,NSW,2550
Coopers Shoot,NSW,2479
Cooplacurripa,NSW,2424
Coorabell,NSW,2479
Cooranbong,NSW,2265
Cootamundra,NSW,2590
Cootralantra,NSW,2628
Cooyal,NSW,2850
Copacabana,NSW,2251
Cope,NSW,2852
Copeland,NSW,2422
Copeton,NSW,2360
Copmanhurst,NSW,2460
Coppabella,NSW,2644
Copperhannia,NSW,2795
Coraki,NSW,2471
Coralville,NSW,2443
Coramba,NSW,2450
Corang,NSW,2622
Corangula,NSW,2440
Corbie Hill,NSW,2705
Cordeaux,NSW,2526
Cordeaux Heights,NSW,2526
Coree,NSW,2710
Coreen,NSW,2646
Corindi Beach,NSW,2456
Corinella,NSW,2871
Corlette,NSW,2315
Corndale,NSW,2480
Corney Town,NSW,2790
Cornwallis,NSW,2756
Corobimilla,NSW,2700
Corowa,NSW,2646
Corrabare,NSW,2325
Corrimal,NSW,2518
Corrong,NSW,2711
Corrowong,NSW,2633
Corunna,NSW,2546
Cottage Point,NSW,2084
Cottonvale,NSW,4375
Cougal,NSW,2474
Countegany,NSW,2630
Courabyra,NSW,2653
Couradda,NSW,2390
Couragago,NSW,2720
Couridjah,NSW,2571
Coutts Crossing,NSW,2460
Cow Flat,NSW,2795
Cowabbie,NSW,2652
Cowan,NSW,2081
Cowper,NSW,2460
Cowra,NSW,2794
Coxs Creek,NSW,2849
Coxs Crown,NSW,2849
Crabbes Creek,NSW,2483
Crackenback,NSW,2627
Craigie,NSW,2632
Cranebrook,NSW,2749
Crangan Bay,NSW,2259
Craven,NSW,2422
Craven Plateau,NSW,2422
Crawford River,NSW,2423
Crawney,NSW,2338
Creel Bay,NSW,2627
Creewah,NSW,2631
Cremorne,NSW,2090
Cremorne Point,NSW,2090
Crescent Head,NSW,2440
Crestwood,NSW,2620
Cringila,NSW,2502
Croki,NSW,2430
Cromer,NSW,2099
Cronulla,NSW,2230
Crooble,NSW,2400
Croobyar,NSW,2539
Crooked Corner,NSW,2583
Crookwell,NSW,2583
Croom,NSW,2527
Croppa Creek,NSW,2411
Cross Roads,NSW,2850
Crosslands,NSW,2446
Croudace Bay,NSW,2280
Crowdy Bay,NSW,2443
Crowdy Head,NSW,2427
Crows Nest,NSW,2065
Crowther,NSW,2803
Crowther Island,NSW,2460
Croydon,NSW,2132
Croydon Park,NSW,2133
Crudine,NSW,2795
Cryon,NSW,2832
Crystal Creek,NSW,2484
Cubba,NSW,2835
Cudal,NSW,2864
Cudgegong,NSW,2850
Cudgel,NSW,2700
Cudgen,NSW,2487
Cudgera Creek,NSW,2484
Cudmirrah,NSW,2540
Culburra Beach,NSW,2540
Culcairn,NSW,2660
Cullen Bullen,NSW,2790
Cullenbone,NSW,2850
Cullendore,NSW,2372
Cullerin,NSW,2581
Cullivel,NSW,2645
Culmaran Creek,NSW,2469
Cumbalum,NSW,2478
Cumbandry,NSW,2852
Cumberland Reach,NSW,2756
Cumbo,NSW,2850
Cumborah,NSW,2832
Cumnock,NSW,2867
Cundle Flat,NSW,2424
Cundletown,NSW,2430
Cundumbul,NSW,2866
Cunjurong Point,NSW,2539
Cunningar,NSW,2587
Cunninyeuk,NSW,2734
Curban,NSW,2827
Curl Curl,NSW,2096
Curlew Waters,NSW,2672
Curlewis,NSW,2381
Curlwaa,NSW,2648
Curra Creek,NSW,2820
Currabubula,NSW,2342
Curragh,NSW,2795
Curramore,NSW,2533
Currans Hill,NSW,2567
Currarong,NSW,2540
Currawang,NSW,2580
Currawarna,NSW,2650
Curraweela,NSW,2580
Currawong Beach,NSW,2108
Curricabark,NSW,2422
Currowan,NSW,2536
Cuttabri,NSW,2388
Cuttagee,NSW,2546
Dabee,NSW,2849
Daceyville,NSW,2032
Dairy Arm,NSW,2325
Dairy Flat,NSW,2474
Dairymans Plains,NSW,2630
Daleys Point,NSW,2257
Dalgety,NSW,2628
Dalmeny,NSW,2546
Dalmorton,NSW,2460
Dalswinton,NSW,2328
Dalton,NSW,2581
Dalwood,NSW,2335
Dalwood,NSW,2477
Dandaloo,NSW,2823
Dandry,NSW,2357
Dangar Island,NSW,2083
Dangarsleigh,NSW,2350
Dangelong,NSW,2630
Dapto,NSW,2530
Darawank,NSW,2428
Darbalara,NSW,2722
Darbys Falls,NSW,2793
Dareton,NSW,2717
Dargan,NSW,2786
Dark Corner,NSW,2795
Darkes Forest,NSW,2508
Darkwood,NSW,2454
Darling Point,NSW,2027
Darlinghurst,NSW,2010
Darlington,NSW,2008
Darlington,NSW,2330
Darlington Point,NSW,2706
Darlow,NSW,2729
Daroobalgie,NSW,2870
Dartbrook,NSW,2336
Daruka,NSW,2340
Davidson,NSW,2085
Davis Creek,NSW,2336
Davistown,NSW,2251
Dawes Point,NSW,2000
Daysdale,NSW,2646
Dean Park,NSW,2761
Deauville,NSW,2443
Debenham,NSW,2446
Dee Why,NSW,2099
Deep Creek,NSW,2440
Deep Creek,NSW,2460
Deep Creek,NSW,2469
Deepwater,NSW,2371
Deer Vale,NSW,2453
Delegate,NSW,2633
Delungra,NSW,2403
Denham Court,NSW,2565
Denhams Beach,NSW,2536
Deniliquin,NSW,2710
Denistone,NSW,2114
Denistone East,NSW,2112
Denistone West,NSW,2114
Denman,NSW,2328
Depot Beach,NSW,2536
Derriwong,NSW,2877
Deua,NSW,2537
Deua River Valley,NSW,2537
Devils Hole,NSW,2550
Dewitt,NSW,2422
Dharruk,NSW,2770
Dhulura,NSW,2650
Dhuragoon,NSW,2733
Diamond Beach,NSW,2430
Diamond Head,NSW,2443
Diehard,NSW,2370
Diggers Camp,NSW,2462
Dignams Creek,NSW,2546
Dilkoon,NSW,2460
Dilpurra,NSW,2734
Dingo Forest,NSW,2429
Dinoga,NSW,2404
Dirnaseer,NSW,2666
Dirty Creek,NSW,2456
Dobies Bight,NSW,2470
Doctor George Mountain,NSW,2550
Doctors Gap,NSW,2790
Dog Rocks,NSW,2795
Dolans Bay,NSW,2229
Dolls Point,NSW,2219
Dollys Flat,NSW,2429
Dolphin Point,NSW,2539
Dombarton,NSW,2530
Donald Creek,NSW,2350
Dondingalong,NSW,2440
Donnellyville,NSW,2447
Doon Doon,NSW,2484
Doonbah,NSW,2473
Doonside,NSW,2767
Dooralong,NSW,2259
Dora Creek,NSW,2264
Dorrigo,NSW,2453
Dorrigo Mountain,NSW,2453
Dorroughby,NSW,2480
Double Bay,NSW,2028
Doubtful Creek,NSW,2470
Douglas Park,NSW,2569
Dover Heights,NSW,2030
Downside,NSW,2650
Doyalson,NSW,2262
Doyalson North,NSW,2262
Doyles Creek,NSW,2330
Doyles River,NSW,2446
Drake,NSW,2469
Drake Village,NSW,2469
Drildool,NSW,2386
Dripstone,NSW,2820
Drummoyne,NSW,2047
Dry Creek,NSW,2337
Dry Plain,NSW,2630
Dubbo,NSW,2830
Duck Creek,NSW,2469
Duckenfield,NSW,2321
Duckmaloi,NSW,2787
Dudley,NSW,2290
Duffys Forest,NSW,2084
Dulguigan,NSW,2484
Dulwich Hill,NSW,2203
Dum Dum,NSW,2484
Dumaresq,NSW,2350
Dumaresq Island,NSW,2430
Dumaresq Valley,NSW,2372
Dumbudgery,NSW,2460
Dunbible,NSW,2484
Dunbogan,NSW,2443
Duncans Creek,NSW,2340
Dundas,NSW,2117
Dundas Valley,NSW,2117
Dundee,NSW,2370
Dundurrabin,NSW,2453
Dunedoo,NSW,2844
Dungarubba,NSW,2480
Dungay,NSW,2484
Dungeree,NSW,2849
Dungog,NSW,2420
Dungowan,NSW,2340
Dunkeld,NSW,2795
Dunmore,NSW,2529
Dunolly,NSW,2330
Dunoon,NSW,2480
Duns Creek,NSW,2321
Dunville Loop,NSW,2849
Dural,NSW,2158
Dural,NSW,2330
Duramana,NSW,2795
Duranbah,NSW,2487
Duri,NSW,2344
Duroby,NSW,2486
Durran Durra,NSW,2622
Durras North,NSW,2536
Durren Durren,NSW,2259
Duval,NSW,2350
Dyers Crossing,NSW,2429
Dyraaba,NSW,2470
Dyrring,NSW,2330
Eagle Vale,NSW,2558
Eagleton,NSW,2324
Earlwood,NSW,2206
East Albury,NSW,2640
East Ballina,NSW,2478
East Branxton,NSW,2335
East Coraki,NSW,2471
East Corrimal,NSW,2518
East Gosford,NSW,2250
East Gresford,NSW,2311
East Hills,NSW,2213
East Jindabyne,NSW,2627
East Kangaloon,NSW,2576
East Kempsey,NSW,2440
East Killara,NSW,2071
East Kurrajong,NSW,2758
East Lindfield,NSW,2070
East Lismore,NSW,2480
East Lynne,NSW,2536
East Maitland,NSW,2323
East Ryde,NSW,2113
East Seaham,NSW,2324
East Tamworth,NSW,2340
East Wagga Wagga,NSW,2650
East Wardell,NSW,2477
Eastern Creek,NSW,2766
Eastgardens,NSW,2036
Eastlakes,NSW,2018
Eastwood,NSW,2122
Eatonsville,NSW,2460
Ebenezer,NSW,2756
Ebor,NSW,2453
Eccleston,NSW,2311
Edderton,NSW,2333
Eden,NSW,2551
Eden Creek,NSW,2474
Edensor Park,NSW,2176
Edenville,NSW,2474
Edgecliff,NSW,2027
Edgeroi,NSW,2390
Edgeworth,NSW,2285
Edith,NSW,2787
Edmondson Park,NSW,2174
Edrom,NSW,2551
Eenaweena,NSW,2824
Eglinton,NSW,2795
Eighteen Mile,NSW,2460
Elands,NSW,2429
Elanora Heights,NSW,2101
Elcombe,NSW,2404
Elderslie,NSW,2335
Elderslie,NSW,2570
Eleebana,NSW,2282
Elermore Vale,NSW,2287
Elizabeth Bay,NSW,2011
Elizabeth Beach,NSW,2428
Elizabeth Hills,NSW,2171
Ellalong,NSW,2325
Elland,NSW,2460
Ellangowan,NSW,2470
Ellenborough,NSW,2446
Ellerslie,NSW,2648
Ellerslie,NSW,2729
Ellerston,NSW,2337
Ellis Lane,NSW,2570
Elong Elong,NSW,2831
Elrington,NSW,2325
Elsmore,NSW,2360
Eltham,NSW,2480
Elvina Bay,NSW,2105
Emerald Beach,NSW,2456
Emerald Hill,NSW,2380
Emerton,NSW,2770
Emmaville,NSW,2371
Empire Bay,NSW,2257
Empire Vale,NSW,2478
Emu Heights,NSW,2750
Emu Plains,NSW,2750
Emu Swamp,NSW,2800
Endrick,NSW,2622
Enfield,NSW,2136
Engadine,NSW,2233
Englorie Park,NSW,2560
Enmore,NSW,2042
Enmore,NSW,2350
Enngonia,NSW,2840
Environa,NSW,2620
Epping,NSW,2121
Eraring,NSW,2264
Eremerang,NSW,2877
Erigolia,NSW,2669
Erin Vale,NSW,2663
Erina,NSW,2250
Erina Heights,NSW,2260
Ermington,NSW,2115
Erowal Bay,NSW,2540
Errowanbang,NSW,2791
Erskine Park,NSW,2759
Erskineville,NSW,2043
Erudgere,NSW,2850
Eschol Park,NSW,2558
Esk,NSW,2472
Essington,NSW,2787
Estella,NSW,2650
Ettalong Beach,NSW,2257
Ettamogah,NSW,2640
Ettrema,NSW,2540
Ettrick,NSW,2474
Euabalong,NSW,2877
Euabalong West,NSW,2877
Euberta,NSW,2650
Euchareena,NSW,2866
Eucumbene,NSW,2628
Eugowra,NSW,2806
Eulah Creek,NSW,2390
Eumungerie,NSW,2822
Eunanoreenya,NSW,2650
Eungai Creek,NSW,2441
Eungai Rail,NSW,2441
Eungella,NSW,2484
Eureka,NSW,2480
Eurimbla,NSW,2867
Eurobodalla,NSW,2545
Euroka,NSW,2440
Euroley,NSW,2700
Eurongilly,NSW,2663
Eurunderee,NSW,2850
Euston,NSW,2737
Evans Head,NSW,2473
Evans Plains,NSW,2795
Eveleigh,NSW,2015
Eviron,NSW,2484
Ewingar,NSW,2469
Ewingsdale,NSW,2481
Exeter,NSW,2579
Failford,NSW,2430
Fairfield,NSW,2165
Fairfield East,NSW,2165
Fairfield Heights,NSW,2165
Fairfield West,NSW,2165
Fairholme,NSW,2871
Fairlight,NSW,2094
Fairy Hill,NSW,2470
Fairy Meadow,NSW,2519
Falbrook,NSW,2330
Falconer,NSW,2365
Falls Creek,NSW,2540
Far Meadow,NSW,2535
Fargunyah,NSW,2656
Farley,NSW,2320
Farmborough Heights,NSW,2526
Farnham,NSW,2820
Farrants Hill,NSW,2484
Farringdon,NSW,2622
Fassifern,NSW,2283
Faulconbridge,NSW,2776
Faulkland,NSW,2422
Fawcetts Plain,NSW,2474
Federal,NSW,2480
Fennell Bay,NSW,2283
Fern Bay,NSW,2295
Fern Gully,NSW,2330
Fernances,NSW,2775
Fernances Crossing,NSW,2325
Fernbank Creek,NSW,2444
Fernbrook,NSW,2453
Fernhill,NSW,2519
Fernleigh,NSW,2479
Fernmount,NSW,2454
Fernside,NSW,2480
Fernvale,NSW,2484
Ferodale,NSW,2318
Fiddletown,NSW,2159
Fifield,NSW,2875
Figtree,NSW,2525
Findon Creek,NSW,2474
Fine Flower,NSW,2460
Fingal Bay,NSW,2315
Fingal Head,NSW,2487
Finley,NSW,2713
Firefly,NSW,2429
Fishermans Bay,NSW,2316
Fishermans Paradise,NSW,2539
Fishermans Reach,NSW,2441
Fishers Hill,NSW,2421
Fishing Point,NSW,2283
Fitzgeralds Mount,NSW,2799
Fitzgeralds Valley,NSW,2795
Fitzroy Falls,NSW,2577
Five Dock,NSW,2046
Five Ways,NSW,2873
Flat Tops,NSW,2420
Fletcher,NSW,2287
Flinders,NSW,2529
Floraville,NSW,2280
Forbes,NSW,2871
Forbes Creek,NSW,2621
Forbes River,NSW,2446
Forbesdale,NSW,2422
Fords Bridge,NSW,2840
Fordwich,NSW,2330
Forest Glen,NSW,2157
Forest Grove,NSW,2795
Forest Hill,NSW,2651
Forest Land,NSW,2372
Forest Lodge,NSW,2037
Forest Reefs,NSW,2798
Forestville,NSW,2087
Forresters Beach,NSW,2260
Forster,NSW,2428
Fortis Creek,NSW,2460
Fosters Valley,NSW,2795
Fosterton,NSW,2420
Fountaindale,NSW,2258
Four Corners,NSW,2716
Four Mile Creek,NSW,2800
Fowlers Gap,NSW,2880
Foxground,NSW,2534
Frazer Park,NSW,2259
Frazers Creek,NSW,2446
Frederickton,NSW,2440
Freeburn Island,NSW,2464
Freemans,NSW,2259
Freemans Reach,NSW,2756
Freemans Waterhole,NSW,2323
Freemantle,NSW,2795
French Park,NSW,2655
Frenchs Forest,NSW,2086
Freshwater,NSW,2096
Frog Rock,NSW,2850
Frogmore,NSW,2586
Frogs Hollow,NSW,2550
Frying Pan,NSW,2630
Fullerton,NSW,2583
Fullerton Cove,NSW,2318
Furracabad,NSW,2370
Gables,NSW,2765
Gadara,NSW,2720
Gala Vale,NSW,2716
Galambine,NSW,2850
Galong,NSW,2585
Galore,NSW,2650
Galston,NSW,2159
Ganbenang,NSW,2790
Gangat,NSW,2422
Ganmain,NSW,2702
Garah,NSW,2405
Garden Suburb,NSW,2289
Garema,NSW,2871
Garie,NSW,2232
Garland,NSW,2797
Garland Valley,NSW,2330
Garoo,NSW,2340
Garra,NSW,2866
Garthowen,NSW,2345
Gateshead,NSW,2290
Gearys Flat,NSW,2441
Geehi,NSW,2642
Gelston Park,NSW,2650
Gemalla,NSW,2795
Geneva,NSW,2474
Georges Creek,NSW,2365
Georges Hall,NSW,2198
Georges Plains,NSW,2795
Georgetown,NSW,2298
Georgica,NSW,2480
Gerogery,NSW,2642
Gerringong,NSW,2534
Gerroa,NSW,2534
Geurie,NSW,2818
Ghinni Ghi,NSW,2474
Ghinni Ghinni,NSW,2430
Ghoolendaadi,NSW,2380
Giants Creek,NSW,2328
Gibberagee,NSW,2469
Gibraltar Range,NSW,2370
Gidginbung,NSW,2666
Gidley,NSW,2340
Gilead,NSW,2560
Gilgai,NSW,2360
Gilgandra,NSW,2827
Gilgooma,NSW,2829
Gilgunnia,NSW,2877
Gillenbah,NSW,2700
Gilletts Ridge,NSW,2462
Gillieston Heights,NSW,2321
Gilmandyke,NSW,2795
Gilmore,NSW,2720
Gin Gin,NSW,2823
Gineroi,NSW,2404
Ginghi,NSW,2849
Gingkin,NSW,2787
Girards Hill,NSW,2480
Girilambone,NSW,2831
Giro,NSW,2422
Girral,NSW,2669
Girralong,NSW,2449
Girraween,NSW,2145
Girvan,NSW,2425
Gladesville,NSW,2111
Gladstone,NSW,2440
Glanmire,NSW,2795
Glebe,NSW,2037
Gledswood Hills,NSW,2557
Glen Alice,NSW,2849
Glen Allen,NSW,2631
Glen Alpine,NSW,2560
Glen Davis,NSW,2846
Glen Elgin,NSW,2370
Glen Fergus,NSW,2630
Glen Innes,NSW,2370
Glen Martin,NSW,2321
Glen Nevis,NSW,2365
Glen Oak,NSW,2320
Glen Ward,NSW,2422
Glen William,NSW,2321
Glenbawn,NSW,2337
Glenbrook,NSW,2773
Glencoe,NSW,2365
Glendale,NSW,2285
Glendenning,NSW,2761
Glendon,NSW,2330
Glendon Brook,NSW,2330
Glenelg,NSW,2810
Glenellen,NSW,2642
Glenfield,NSW,2167
Glenfield Park,NSW,2650
Glengarrie,NSW,2486
Glenhaven,NSW,2156
Gleniffer,NSW,2454
Glenmore,NSW,2570
Glenmore Park,NSW,2745
Glennies Creek,NSW,2330
Glenning Valley,NSW,2261
Glenorie,NSW,2157
Glenquarry,NSW,2576
Glenreagh,NSW,2450
Glenridding,NSW,2330
Glenrock,NSW,2337
Glenroy,NSW,2640
Glenroy,NSW,2653
Glenthorne,NSW,2430
Glenugie,NSW,2460
Glenwood,NSW,2768
Glenworth Valley,NSW,2250
Glossodia,NSW,2756
Gloucester,NSW,2422
Gloucester Tops,NSW,2422
Goarra,NSW,2232
Goat Island,NSW,2477
Gobarralong,NSW,2722
Gobbagombalin,NSW,2650
Gocup,NSW,2720
Godfreys Creek,NSW,2586
Gogeldrie,NSW,2705
Gol Gol,NSW,2738
Gollan,NSW,2820
Golspie,NSW,2580
Gongolgon,NSW,2839
Gonn,NSW,2732
Gooandra,NSW,2629
Goobarragandra,NSW,2720
Good Forest,NSW,2790
Good Hope,NSW,2582
Goodmans Ford,NSW,2575
Goodnight,NSW,2736
Goodooga,NSW,2838
Goodwood Island,NSW,2469
Googong,NSW,2620
Goolgowi,NSW,2652
Goolhi,NSW,2379
Goolma,NSW,2852
Goolmangar,NSW,2480
Gooloogong,NSW,2805
Goombargana,NSW,2646
Goonellabah,NSW,2480
Goonengerry,NSW,2482
Goonoo Forest,NSW,2830
Goonoo Goonoo,NSW,2340
Goonumbla,NSW,2870
Goorangoola,NSW,2330
Goorianawa,NSW,2396
Gordon,NSW,2072
Gorge Creek,NSW,2469
Gormans Hill,NSW,2795
Gorokan,NSW,2263
Gosford,NSW,2250
Gosforth,NSW,2320
Gostwyck,NSW,2358
Goulburn,NSW,2580
Gouldsville,NSW,2330
Gowan,NSW,2795
Gowang,NSW,2357
Gowrie,NSW,2330
Gowrie,NSW,2340
Grabben Gullen,NSW,2583
Gradys Creek,NSW,2474
Grafton,NSW,2460
Gragin,NSW,2403
Grahamstown,NSW,2729
Graman,NSW,2360
Grantham Farm,NSW,2765
Grants Beach,NSW,2445
Granville,NSW,2142
Grasmere,NSW,2570
Grassy Head,NSW,2441
Grattai,NSW,2850
Gravesend,NSW,2401
Grawin Opal Fields,NSW,2832
Grays Point,NSW,2232
Great Mackerel Beach,NSW,2108
Great Marlow,NSW,2460
Green Cape,NSW,2551
Green Creek,NSW,2338
Green Forest,NSW,2471
Green Gully,NSW,2850
Green Hills,NSW,2365
Green Hills,NSW,2730
Green Pigeon,NSW,2474
Green Point,NSW,2251
Green Point,NSW,2428
Green Valley,NSW,2168
Greenacre,NSW,2190
Greendale,NSW,2550
Greendale,NSW,2745
Greenethorpe,NSW,2809
Greenfield Park,NSW,2176
Greengrove,NSW,2250
Greenhill,NSW,2440
Greenhills Beach,NSW,2230
Greenlands,NSW,2330
Greenlands,NSW,2631
Greenleigh,NSW,2620
Greenridge,NSW,2471
Greenwell Point,NSW,2540
Greenwich,NSW,2065
Greenwich Park,NSW,2580
Greg Greg,NSW,2642
Gregadoo,NSW,2650
Gregory Hills,NSW,2557
Greigs Flat,NSW,2549
Grenfell,NSW,2810
Gresford,NSW,2311
Greta,NSW,2334
Greta Main,NSW,2325
Grevillia,NSW,2474
Greystanes,NSW,2145
Griffith,NSW,2680
Grogan,NSW,2666
Grong Grong,NSW,2652
Grose Vale,NSW,2753
Grose Wold,NSW,2753
Grosses Plain,NSW,2627
Growee,NSW,2849
Guerilla Bay,NSW,2536
Guildford,NSW,2161
Guildford West,NSW,2161
Gulargambone,NSW,2828
Gulf Creek,NSW,2347
Gulgong,NSW,2852
Gulmarrad,NSW,2463
Gum Flat,NSW,2360
Gum Scrub,NSW,2441
Gumbalie,NSW,2840
Gumble,NSW,2865
Gumly Gumly,NSW,2652
Gumma,NSW,2447
Gunbar,NSW,2711
Gundagai,NSW,2722
Gundamulda,NSW,2347
Gundaroo,NSW,2620
Gundary,NSW,2580
Gunderbooka,NSW,2840
Gunderman,NSW,2775
Gundy,NSW,2337
Gungal,NSW,2333
Gungalman,NSW,2829
Gunnedah,NSW,2380
Gunning,NSW,2581
Gunning Gap,NSW,2876
Gunningbland,NSW,2876
Gunningrah,NSW,2632
Guntawang,NSW,2852
Gurley,NSW,2398
Gurnang,NSW,2787
Gurranang,NSW,2460
Gurrundah,NSW,2581
Guthega,NSW,2624
Guyong,NSW,2798
Guyra,NSW,2365
Gwabegar,NSW,2356
Gwandalan,NSW,2259
Gwynneville,NSW,2500
Gymea,NSW,2227
Gymea Bay,NSW,2227
Haberfield,NSW,2045
Hacks Ferry,NSW,2441
Halekulani,NSW,2262
Halfway Creek,NSW,2460
Hallidays Point,NSW,2430
Halloran,NSW,2259
Halls Creek,NSW,2346
Hallsville,NSW,2340
Halton,NSW,2311
Hambledon Hill,NSW,2330
Hamilton,NSW,2303
Hamilton East,NSW,2303
Hamilton North,NSW,2292
Hamilton South,NSW,2303
Hamilton Valley,NSW,2641
Hamlyn Terrace,NSW,2259
Hammondville,NSW,2170
Hampden Hall,NSW,2440
Hampton,NSW,2790
Hanging Rock,NSW,2340
Hanleys Creek,NSW,2420
Hannam Vale,NSW,2443
Hanwood,NSW,2680
Harden,NSW,2587
Hardys Bay,NSW,2257
Harefield,NSW,2650
Hargraves,NSW,2850
Harolds Cross,NSW,2622
Harparary,NSW,2390
Harpers Hill,NSW,2321
Harrington,NSW,2427
Harrington Park,NSW,2567
Harris Park,NSW,2150
Hartley,NSW,2790
Hartley Vale,NSW,2790
Hartwood,NSW,2710
Hartys Plains,NSW,2446
Harwood,NSW,2465
Hassall Grove,NSW,2761
Hassans Walls,NSW,2790
Hastings Point,NSW,2489
Hat Head,NSW,2440
Hatfield,NSW,2715
Havilah,NSW,2850
Hawkesbury Heights,NSW,2777
Hawks Nest,NSW,2324
Hay,NSW,2711
Hay South,NSW,2711
Hayes Gap,NSW,2850
Haymarket,NSW,2000
Haystack,NSW,2469
Hayters Hill,NSW,2481
Haywards Bay,NSW,2530
Hazelbrook,NSW,2779
Hazelgrove,NSW,2787
Heathcote,NSW,2233
Heatherbrae,NSW,2324
Hebden,NSW,2330
Hebersham,NSW,2770
Heckenberg,NSW,2168
Heddon Greta,NSW,2321
Heifer Station,NSW,2460
Helensburgh,NSW,2508
Henley,NSW,2111
Henty,NSW,2658
Hereford Hall,NSW,2622
Hermidale,NSW,2831
Hermitage Flat,NSW,2790
Hernani,NSW,2453
Herons Creek,NSW,2439
Hexham,NSW,2322
Hickeys Creek,NSW,2440
High Range,NSW,2575
Higher Macdonald,NSW,2775
Highfields,NSW,2289
Hill End,NSW,2850
Hill Top,NSW,2575
Hill Top,NSW,2628
Hilldale,NSW,2420
Hillgrove,NSW,2350
Hillgrove,NSW,2650
Hillsborough,NSW,2290
Hillsborough,NSW,2320
Hillsdale,NSW,2036
Hillston,NSW,2675
Hillville,NSW,2430
Hillvue,NSW,2340
Hinchinbrook,NSW,2168
Hinton,NSW,2321
Hobartville,NSW,2753
Hobbys Yards,NSW,2795
Hogarth Range,NSW,2469
Holbrook,NSW,2644
Holgate,NSW,2250
Hollisdale,NSW,2446
Hollydeen,NSW,2328
Holmesville,NSW,2286
Holroyd,NSW,2142
Holsworthy,NSW,2173
Holts Flat,NSW,2631
Home Rule,NSW,2850
Homebush,NSW,2140
Homebush West,NSW,2140
Homeleigh,NSW,2474
Honeybugle,NSW,2825
Hopefield,NSW,2646
